heart_rate,rmssd,sdnn,emotion
106,17,13,ANXIOUS
128,19,25,ANXIOUS
112,8,24,ANXIOUS
108,22,19,STRESSED
78,48,53,NORMAL
85,5,27,ANXIOUS
121,10,30,ANXIOUS
129,14,13,ANXIOUS
58,65,56,CALM
88,24,24,STRESSED
94,48,67,NORMAL
88,33,28,STRESSED
104,22,31,STRESSED
78,52,56,NORMAL
87,53,65,NORMAL
104,19,37,STRESSED
103,42,40,STRESSED
98,21,10,STRESSED
113,35,33,STRESSED
102,13,32,ANXIOUS
50,66,80,CALM
101,25,23,STRESSED
66,31,41,NORMAL
71,57,19,NORMAL
95,25,51,NORMAL
94,12,14,ANXIOUS
92,44,38,STRESSED
61,41,67,CALM
109,6,14,ANXIOUS
96,28,35,STRESSED
91,17,38,STRESSED
83,61,72,CALM
60,67,73,CALM
123,13,11,ANXIOUS
115,11,17,ANXIOUS
101,18,11,ANXIOUS
118,16,17,ANXIOUS
117,18,23,ANXIOUS
89,31,55,NORMAL
87,18,30,STRESSED
95,12,12,ANXIOUS
100,34,25,STRESSED
80,34,50,NORMAL
107,7,16,ANXIOUS
85,33,43,NORMAL
114,17,12,ANXIOUS
103,30,28,STRESSED
50,54,88,CALM
79,48,62,NORMAL
99,26,19,STRESSED
111,15,20,ANXIOUS
122,13,10,ANXIOUS
115,50,28,STRESSED
62,67,69,CALM
101,19,22,STRESSED
87,27,28,STRESSED
54,47,63,CALM
69,70,50,CALM
111,16,17,ANXIOUS
92,58,40,NORMAL
120,23,16,STRESSED
50,62,61,CALM
95,37,49,STRESSED
58,65,59,CALM
91,30,25,STRESSED
115,12,23,ANXIOUS
68,68,79,CALM
113,18,21,ANXIOUS
120,19,22,ANXIOUS
65,35,20,NORMAL
66,54,91,CALM
113,17,10,ANXIOUS
89,48,43,NORMAL
67,53,51,NORMAL
57,68,56,CALM
95,25,39,STRESSED
92,24,43,STRESSED
72,61,68,CALM
103,23,23,ANXIOUS
98,19,10,ANXIOUS
62,36,35,NORMAL
106,9,33,STRESSED
92,13,19,STRESSED
113,7,30,ANXIOUS
97,22,33,STRESSED
79,32,38,NORMAL
67,32,23,STRESSED
75,24,65,NORMAL
111,11,26,ANXIOUS
88,30,49,NORMAL
54,46,46,NORMAL
89,43,24,STRESSED
56,67,82,CALM
66,43,40,NORMAL
119,19,19,ANXIOUS
67,55,101,CALM
70,35,61,NORMAL
57,51,67,CALM
105,5,10,ANXIOUS
83,57,78,CALM
112,12,13,ANXIOUS
70,28,58,NORMAL
72,35,61,NORMAL
60,78,70,CALM
89,40,49,NORMAL
117,15,10,ANXIOUS
99,19,10,ANXIOUS
58,44,72,CALM
69,39,77,NORMAL
68,55,78,CALM
69,74,39,CALM
61,57,87,CALM
94,15,24,STRESSED
73,60,91,CALM
80,33,26,STRESSED
73,58,68,CALM
91,35,50,NORMAL
60,53,62,CALM
116,16,18,ANXIOUS
81,25,46,NORMAL
98,11,19,ANXIOUS
102,19,13,STRESSED
80,32,53,NORMAL
92,25,19,STRESSED
130,15,16,ANXIOUS
100,16,11,ANXIOUS
117,11,18,ANXIOUS
104,19,43,STRESSED
105,19,21,ANXIOUS
66,68,90,CALM
73,69,77,CALM
98,13,44,STRESSED
91,24,29,STRESSED
78,30,70,NORMAL
73,58,59,NORMAL
86,34,28,STRESSED
65,62,89,CALM
71,74,69,CALM
96,47,43,NORMAL
66,50,57,CALM
74,51,70,NORMAL
114,16,10,ANXIOUS
70,44,50,CALM
67,38,43,NORMAL
81,37,61,NORMAL
69,49,52,NORMAL
87,33,54,NORMAL
89,43,44,STRESSED
55,39,83,NORMAL
88,27,41,STRESSED
69,47,61,NORMAL
77,40,76,NORMAL
121,8,18,ANXIOUS
55,63,66,CALM
107,18,30,ANXIOUS
103,7,19,ANXIOUS
81,12,13,ANXIOUS
109,27,13,ANXIOUS
56,55,39,NORMAL
82,40,65,NORMAL
72,48,53,NORMAL
104,15,27,ANXIOUS
86,41,38,STRESSED
100,20,23,ANXIOUS
62,62,69,CALM
105,18,20,ANXIOUS
87,25,49,NORMAL
105,37,25,STRESSED
86,29,39,STRESSED
115,15,25,ANXIOUS
111,35,29,STRESSED
70,38,52,NORMAL
108,33,27,STRESSED
63,46,53,CALM
78,24,45,STRESSED
66,71,59,CALM
106,15,16,ANXIOUS
71,75,60,CALM
114,14,18,ANXIOUS
74,44,56,NORMAL
97,55,72,NORMAL
70,44,54,NORMAL
94,20,23,STRESSED
87,39,24,NORMAL
94,27,36,STRESSED
54,42,64,NORMAL
99,18,21,ANXIOUS
71,38,105,CALM
70,53,64,NORMAL
121,17,27,ANXIOUS
89,24,39,STRESSED
56,55,65,CALM
107,35,22,STRESSED
99,5,22,ANXIOUS
75,39,63,NORMAL
50,68,82,CALM
66,53,61,NORMAL
63,56,58,CALM
76,41,47,NORMAL
105,21,22,ANXIOUS
104,15,16,ANXIOUS
114,17,14,ANXIOUS
101,25,18,STRESSED
79,17,25,STRESSED
71,54,63,CALM
107,10,35,ANXIOUS
62,55,58,CALM
88,7,24,ANXIOUS
74,35,24,NORMAL
100,16,14,ANXIOUS
104,25,23,STRESSED
91,54,45,NORMAL
63,72,63,CALM
101,15,12,ANXIOUS
65,45,39,NORMAL
50,59,53,CALM
86,18,57,STRESSED
114,17,11,ANXIOUS
81,37,69,NORMAL
76,68,64,CALM
98,19,31,STRESSED
60,68,64,CALM
62,58,41,CALM
86,50,62,NORMAL
102,20,22,ANXIOUS
94,30,10,STRESSED
96,45,32,NORMAL
114,17,10,ANXIOUS
121,25,24,ANXIOUS
89,17,19,ANXIOUS
68,61,72,CALM
119,19,20,ANXIOUS
111,19,22,ANXIOUS
100,28,55,STRESSED
114,39,41,STRESSED
52,64,82,CALM
57,55,62,CALM
53,57,57,CALM
66,63,28,CALM
126,16,23,ANXIOUS
98,17,23,ANXIOUS
97,28,45,STRESSED
103,14,10,ANXIOUS
56,50,77,CALM
85,38,76,NORMAL
93,16,37,STRESSED
90,33,43,STRESSED
83,57,57,NORMAL
68,60,90,CALM
60,53,92,CALM
65,61,41,CALM
71,58,34,NORMAL
61,66,85,CALM
104,9,31,ANXIOUS
84,42,21,STRESSED
130,17,19,ANXIOUS
112,16,26,ANXIOUS
87,34,12,STRESSED
105,19,25,STRESSED
81,59,59,NORMAL
87,27,32,STRESSED
96,20,23,STRESSED
116,31,35,STRESSED
90,22,36,STRESSED
97,26,27,STRESSED
119,13,20,ANXIOUS
72,39,76,CALM
100,10,18,ANXIOUS
79,48,59,NORMAL
86,31,73,NORMAL
67,44,91,CALM
80,59,47,CALM
58,33,56,CALM
115,32,17,STRESSED
57,53,58,CALM
115,25,17,ANXIOUS
83,53,36,NORMAL
109,9,14,ANXIOUS
59,54,108,CALM
94,27,26,STRESSED
107,19,49,STRESSED
92,20,15,STRESSED
76,41,14,NORMAL
99,24,30,STRESSED
72,51,34,NORMAL
110,32,15,STRESSED
102,34,41,STRESSED
100,12,13,ANXIOUS
84,39,24,NORMAL
119,19,25,STRESSED
121,8,23,STRESSED
109,25,17,STRESSED
68,32,41,NORMAL
108,10,33,STRESSED
106,31,16,STRESSED
106,13,24,ANXIOUS
77,43,88,CALM
74,60,70,CALM
87,28,27,STRESSED
65,52,39,NORMAL
95,15,14,ANXIOUS
100,40,55,NORMAL
87,31,49,NORMAL
80,41,92,CALM
116,22,22,ANXIOUS
71,36,86,CALM
92,30,34,STRESSED
90,22,19,STRESSED
117,10,29,ANXIOUS
81,40,24,NORMAL
80,45,49,NORMAL
78,35,84,NORMAL
110,14,15,ANXIOUS
85,28,28,STRESSED
84,28,21,STRESSED
80,47,49,CALM
118,12,26,ANXIOUS
84,11,41,STRESSED
94,15,21,ANXIOUS
103,30,36,STRESSED
97,24,21,STRESSED
57,59,56,CALM
68,50,51,CALM
96,19,34,STRESSED
80,56,45,CALM
91,18,23,STRESSED
78,34,51,NORMAL
64,51,70,CALM
74,48,70,CALM
69,37,48,NORMAL
72,36,41,NORMAL
92,64,46,NORMAL
108,14,19,ANXIOUS
101,28,41,STRESSED
59,71,73,CALM
91,30,39,NORMAL
87,46,58,NORMAL
65,82,91,CALM
85,55,28,NORMAL
88,34,17,NORMAL
81,71,49,CALM
67,30,37,STRESSED
63,32,59,NORMAL
59,58,35,CALM
107,15,27,ANXIOUS
85,28,26,STRESSED
54,51,49,CALM
94,22,18,STRESSED
115,15,13,ANXIOUS
86,39,54,NORMAL
92,26,19,STRESSED
74,42,55,NORMAL
99,23,19,ANXIOUS
55,78,55,CALM
97,34,22,STRESSED
93,30,22,STRESSED
74,35,26,NORMAL
62,65,94,CALM
69,63,67,CALM
88,28,23,STRESSED
91,49,44,NORMAL
88,29,33,NORMAL
62,69,55,CALM
93,21,59,NORMAL
56,56,53,CALM
93,30,36,STRESSED
107,44,86,NORMAL
66,57,44,NORMAL
83,32,16,STRESSED
82,57,77,CALM
97,10,30,ANXIOUS
86,43,41,NORMAL
69,29,38,NORMAL
51,66,44,CALM
101,24,21,STRESSED
77,16,41,NORMAL
69,36,41,NORMAL
94,5,23,ANXIOUS
74,49,85,CALM
61,46,37,NORMAL
98,33,12,STRESSED
105,32,73,NORMAL
113,25,33,STRESSED
72,53,74,NORMAL
99,28,35,STRESSED
104,10,20,ANXIOUS
110,14,17,ANXIOUS
114,28,35,STRESSED
50,61,98,CALM
93,20,26,STRESSED
110,16,27,ANXIOUS
64,29,42,STRESSED
92,26,23,STRESSED
99,27,21,STRESSED
78,62,73,CALM
72,30,64,NORMAL
60,55,83,CALM
81,69,63,CALM
72,64,65,CALM
89,29,39,STRESSED
105,12,19,ANXIOUS
66,47,91,CALM
70,28,56,NORMAL
74,57,67,CALM
78,49,75,CALM
111,29,38,STRESSED
95,35,50,NORMAL
59,71,66,CALM
86,74,77,NORMAL
67,35,56,CALM
66,41,28,NORMAL
72,58,71,CALM
67,46,43,NORMAL
120,9,15,ANXIOUS
97,17,19,STRESSED
62,56,49,NORMAL
95,18,37,STRESSED
87,59,36,NORMAL
81,49,53,NORMAL
99,25,33,STRESSED
62,21,10,NORMAL
60,51,64,CALM
104,29,18,STRESSED
73,43,80,CALM
73,54,104,CALM
113,19,13,ANXIOUS
114,11,12,ANXIOUS
103,12,32,ANXIOUS
84,33,30,NORMAL
87,33,44,NORMAL
91,24,22,STRESSED
65,77,51,CALM
90,37,81,NORMAL
68,65,98,CALM
57,44,60,NORMAL
77,57,69,CALM
66,54,79,CALM
100,23,38,STRESSED
59,51,25,NORMAL
70,64,61,CALM
71,74,79,CALM
66,38,55,NORMAL
104,17,31,STRESSED
97,24,42,STRESSED
78,38,64,NORMAL
124,21,19,ANXIOUS
99,13,33,ANXIOUS
65,57,56,CALM
90,27,35,NORMAL
82,33,71,NORMAL
59,55,49,CALM
110,24,30,STRESSED
104,13,30,ANXIOUS
88,34,41,NORMAL
109,18,12,ANXIOUS
70,39,21,NORMAL
101,41,21,STRESSED
108,10,20,ANXIOUS
81,26,57,NORMAL
63,53,47,CALM
118,13,32,ANXIOUS
93,25,34,STRESSED
54,53,50,CALM
97,9,40,STRESSED
65,49,17,NORMAL
66,58,95,CALM
107,13,10,ANXIOUS
68,54,92,CALM
83,33,37,STRESSED
66,32,55,NORMAL
70,45,68,NORMAL
73,43,50,NORMAL
82,40,66,NORMAL
62,54,86,CALM
94,35,58,NORMAL
69,39,48,NORMAL
78,46,65,NORMAL
100,36,41,NORMAL
100,28,34,STRESSED
85,35,26,NORMAL
88,24,33,STRESSED
115,10,27,ANXIOUS
114,19,29,ANXIOUS
94,50,51,NORMAL
102,8,27,ANXIOUS
117,14,22,ANXIOUS
94,18,34,STRESSED
68,69,62,CALM
116,7,10,ANXIOUS
95,14,29,STRESSED
69,52,77,CALM
90,30,31,STRESSED
105,15,33,ANXIOUS
100,26,25,STRESSED
94,12,23,ANXIOUS
70,40,72,CALM
81,20,46,STRESSED
96,25,31,STRESSED
108,19,13,ANXIOUS
59,58,65,CALM
63,49,61,CALM
115,11,10,ANXIOUS
127,18,16,ANXIOUS
101,31,34,STRESSED
104,14,13,STRESSED
59,56,58,CALM
76,58,93,CALM
70,37,70,NORMAL
106,18,15,ANXIOUS
71,42,11,NORMAL
84,43,43,NORMAL
116,18,24,ANXIOUS
119,20,31,ANXIOUS
77,45,40,NORMAL
87,45,10,NORMAL
59,65,75,CALM
108,11,21,ANXIOUS
84,26,27,STRESSED
109,44,38,STRESSED
92,29,39,NORMAL
86,29,56,NORMAL
101,41,24,STRESSED
50,62,86,CALM
107,11,21,STRESSED
100,10,51,STRESSED
74,44,57,NORMAL
83,27,40,NORMAL
71,43,34,CALM
98,30,49,NORMAL
55,41,69,CALM
77,40,45,NORMAL
81,40,30,NORMAL
54,58,72,CALM
102,16,22,ANXIOUS
87,28,26,STRESSED
79,36,73,NORMAL
59,54,59,CALM
97,17,10,STRESSED
79,23,41,NORMAL
115,5,43,ANXIOUS
71,64,50,CALM
117,13,14,ANXIOUS
98,25,24,ANXIOUS
92,35,51,NORMAL
62,51,58,CALM
80,44,82,CALM
86,46,45,NORMAL
114,13,11,ANXIOUS
89,27,18,STRESSED
69,68,88,CALM
104,14,30,ANXIOUS
106,29,34,STRESSED
78,63,59,CALM
108,22,24,STRESSED
89,40,55,NORMAL
69,48,14,NORMAL
103,11,19,ANXIOUS
102,20,10,STRESSED
91,30,57,NORMAL
111,31,51,NORMAL
96,13,10,ANXIOUS
106,18,38,STRESSED
77,39,81,CALM
84,40,41,NORMAL
127,19,15,ANXIOUS
86,24,43,STRESSED
64,55,57,CALM
79,28,42,NORMAL
92,42,56,NORMAL
54,70,61,CALM
63,57,66,CALM
111,19,15,ANXIOUS
87,22,42,STRESSED
120,26,25,ANXIOUS
95,22,22,STRESSED
56,62,61,CALM
88,21,28,STRESSED
61,77,55,CALM
63,66,73,CALM
126,5,25,ANXIOUS
103,20,11,ANXIOUS
57,64,66,CALM
69,35,44,NORMAL
74,75,64,CALM
96,14,22,STRESSED
50,74,61,CALM
51,47,101,CALM
92,23,15,ANXIOUS
89,30,25,STRESSED
60,64,55,CALM
53,64,58,CALM
63,68,50,CALM
83,33,10,STRESSED
109,13,17,ANXIOUS
120,27,24,ANXIOUS
124,12,10,ANXIOUS
88,36,34,STRESSED
111,19,10,ANXIOUS
89,37,55,NORMAL
85,25,27,STRESSED
109,21,22,STRESSED
70,65,53,CALM
64,73,83,CALM
55,62,57,CALM
82,35,55,NORMAL
127,10,10,ANXIOUS
123,14,18,ANXIOUS
108,19,10,ANXIOUS
74,70,57,CALM
69,68,94,CALM
105,25,29,STRESSED
89,23,40,STRESSED
114,20,30,ANXIOUS
80,50,60,NORMAL
113,24,44,STRESSED
116,9,18,ANXIOUS
106,26,23,STRESSED
102,23,28,STRESSED
76,53,63,NORMAL
124,25,22,ANXIOUS
89,29,33,STRESSED
62,60,109,CALM
112,14,18,ANXIOUS
108,9,20,STRESSED
67,24,44,NORMAL
98,39,48,NORMAL
91,21,22,STRESSED
98,19,23,ANXIOUS
120,17,22,ANXIOUS
63,64,104,CALM
95,37,25,STRESSED
67,76,55,CALM
99,32,34,STRESSED
118,13,17,ANXIOUS
101,7,28,STRESSED
98,11,38,STRESSED
100,19,36,STRESSED
96,49,38,NORMAL
71,50,46,NORMAL
57,42,82,NORMAL
94,34,34,STRESSED
114,23,34,ANXIOUS
83,32,60,NORMAL
116,28,30,ANXIOUS
82,22,26,STRESSED
95,11,20,ANXIOUS
109,11,14,ANXIOUS
63,65,77,CALM
109,17,32,ANXIOUS
62,56,106,CALM
65,58,86,CALM
80,31,73,NORMAL
97,18,20,ANXIOUS
87,37,25,STRESSED
97,27,30,STRESSED
76,45,61,NORMAL
112,11,22,ANXIOUS
74,21,46,STRESSED
93,13,15,ANXIOUS
70,46,90,NORMAL
108,13,10,ANXIOUS
120,8,21,ANXIOUS
97,16,27,ANXIOUS
78,63,71,CALM
91,45,38,NORMAL
102,29,32,STRESSED
67,71,50,CALM
76,51,58,NORMAL
56,55,43,CALM
82,34,50,NORMAL
77,47,67,NORMAL
96,7,19,STRESSED
106,32,36,STRESSED
62,72,69,CALM
50,68,62,CALM
84,45,70,NORMAL
112,22,38,STRESSED
61,56,50,CALM
66,65,62,CALM
101,15,12,ANXIOUS
107,21,49,STRESSED
110,19,31,STRESSED
78,40,94,CALM
64,66,79,CALM
97,28,33,STRESSED
118,16,19,ANXIOUS
104,12,22,ANXIOUS
75,57,49,CALM
85,32,37,NORMAL
83,19,29,STRESSED
100,12,18,ANXIOUS
50,65,60,CALM
104,20,39,STRESSED
64,60,70,CALM
63,64,66,CALM
74,58,93,CALM
73,58,69,NORMAL
50,59,55,CALM
71,26,61,NORMAL
83,25,58,NORMAL
93,54,33,NORMAL
52,54,93,CALM
124,17,13,ANXIOUS
106,38,31,STRESSED
97,20,18,STRESSED
79,50,55,NORMAL
110,16,17,ANXIOUS
116,14,24,ANXIOUS
66,68,77,CALM
80,34,41,STRESSED
110,12,30,ANXIOUS
98,15,20,ANXIOUS
94,39,36,STRESSED
56,53,53,NORMAL
59,59,61,CALM
80,29,27,STRESSED
78,36,53,NORMAL
103,18,11,STRESSED
111,18,19,ANXIOUS
50,54,95,CALM
93,24,25,STRESSED
83,51,37,NORMAL
106,21,32,STRESSED
84,34,61,STRESSED
121,22,19,ANXIOUS
122,22,26,ANXIOUS
78,24,78,NORMAL
113,9,22,ANXIOUS
65,53,86,CALM
68,40,51,NORMAL
63,44,67,CALM
103,10,17,ANXIOUS
68,53,74,NORMAL
104,6,14,ANXIOUS
60,51,55,CALM
91,15,10,ANXIOUS
116,18,20,ANXIOUS
88,62,52,NORMAL
61,88,64,CALM
58,65,81,CALM
64,57,74,CALM
92,29,30,STRESSED
98,19,37,STRESSED
57,40,65,NORMAL
91,8,12,ANXIOUS
78,49,59,NORMAL
68,56,102,CALM
84,44,53,NORMAL
113,9,15,ANXIOUS
111,8,12,ANXIOUS
68,61,76,CALM
91,14,25,STRESSED
56,78,68,CALM
72,74,48,CALM
123,10,12,ANXIOUS
106,9,47,STRESSED
99,33,36,STRESSED
50,56,66,CALM
89,25,45,STRESSED
103,9,26,ANXIOUS
93,38,32,STRESSED
83,49,53,NORMAL
89,54,46,NORMAL
84,11,54,STRESSED
60,42,83,CALM
103,34,53,STRESSED
106,15,22,ANXIOUS
84,35,54,NORMAL
106,41,22,STRESSED
64,52,68,CALM
107,11,17,ANXIOUS
92,42,70,NORMAL
99,27,33,STRESSED
119,21,31,ANXIOUS
115,26,29,STRESSED
121,10,32,ANXIOUS
109,13,22,ANXIOUS
106,10,20,ANXIOUS
71,64,55,CALM
74,61,54,CALM
107,14,23,ANXIOUS
118,16,15,ANXIOUS
82,70,98,CALM
79,38,59,NORMAL
67,62,45,CALM
98,29,32,STRESSED
73,30,40,NORMAL
82,37,57,NORMAL
88,25,71,NORMAL
75,47,65,NORMAL
69,20,70,NORMAL
108,13,17,ANXIOUS
73,41,56,NORMAL
58,65,73,CALM
58,86,34,CALM
110,22,20,ANXIOUS
110,20,10,ANXIOUS
89,20,19,STRESSED
111,23,21,ANXIOUS
93,45,39,NORMAL
105,22,21,STRESSED
95,33,18,STRESSED
77,57,77,CALM
74,50,42,CALM
51,84,71,CALM
103,27,28,STRESSED
97,14,13,ANXIOUS
94,7,21,ANXIOUS
119,18,22,ANXIOUS
115,16,30,ANXIOUS
87,47,48,NORMAL
122,14,10,ANXIOUS
73,45,20,NORMAL
68,36,86,NORMAL
89,5,31,STRESSED
118,19,29,ANXIOUS
105,26,27,ANXIOUS
89,47,71,NORMAL
109,26,35,STRESSED
86,25,47,NORMAL
99,11,25,ANXIOUS
82,36,58,NORMAL
69,51,61,CALM
87,31,36,STRESSED
88,42,50,NORMAL
75,51,42,NORMAL
101,40,14,STRESSED
100,26,33,STRESSED
113,7,30,ANXIOUS
58,73,64,CALM
91,20,33,STRESSED
84,21,29,STRESSED
100,13,18,ANXIOUS
57,45,63,CALM
104,17,27,STRESSED
119,15,19,STRESSED
57,53,88,NORMAL
115,13,24,ANXIOUS
85,40,61,NORMAL
81,20,28,STRESSED
66,39,78,CALM
112,33,70,NORMAL
117,21,18,ANXIOUS
51,80,70,CALM
107,20,30,ANXIOUS
119,14,19,ANXIOUS
119,19,24,ANXIOUS
81,39,27,NORMAL
101,27,10,STRESSED
106,14,10,ANXIOUS
65,70,80,CALM
116,7,21,ANXIOUS
92,40,52,NORMAL
71,80,71,CALM
52,44,63,CALM
57,66,33,CALM
62,74,81,CALM
71,55,45,NORMAL
79,44,24,NORMAL
84,31,45,NORMAL
70,27,33,NORMAL
116,19,15,ANXIOUS
115,14,10,ANXIOUS
100,16,24,ANXIOUS
73,57,61,CALM
100,13,39,STRESSED
54,60,49,CALM
86,5,23,STRESSED
78,45,62,NORMAL
88,18,17,STRESSED
56,47,54,CALM
76,36,70,NORMAL
78,42,70,NORMAL
99,35,21,STRESSED
72,68,72,CALM
56,48,50,CALM
79,38,20,NORMAL
119,13,21,ANXIOUS
113,5,29,ANXIOUS
94,30,41,STRESSED
68,60,84,CALM
86,50,50,NORMAL
79,26,46,NORMAL
111,11,29,ANXIOUS
106,19,12,ANXIOUS
66,54,48,CALM
89,28,27,STRESSED
61,68,64,CALM
89,16,24,ANXIOUS
63,72,62,CALM
79,21,13,STRESSED
76,47,40,NORMAL
77,13,24,STRESSED
115,16,19,ANXIOUS
70,57,76,CALM
72,40,50,NORMAL
70,64,91,CALM
79,58,53,NORMAL
99,12,10,ANXIOUS
82,41,41,NORMAL
120,17,14,ANXIOUS
105,22,28,STRESSED
112,12,27,STRESSED
126,20,27,ANXIOUS
66,48,60,CALM
91,28,47,STRESSED
107,16,41,STRESSED
100,41,12,STRESSED
99,23,30,STRESSED
76,54,53,NORMAL
63,72,76,CALM
57,61,77,CALM
75,34,12,NORMAL
102,23,40,STRESSED
83,25,68,NORMAL
77,30,24,STRESSED
87,22,29,STRESSED
106,16,10,ANXIOUS
102,14,20,ANXIOUS
120,17,34,ANXIOUS
79,19,37,STRESSED
114,10,25,ANXIOUS
102,13,20,ANXIOUS
91,21,54,STRESSED
126,17,10,ANXIOUS
105,17,15,ANXIOUS
95,53,47,NORMAL
63,50,55,CALM
99,16,32,STRESSED
88,27,14,STRESSED
108,9,23,ANXIOUS
71,43,54,NORMAL
70,48,38,NORMAL
111,28,28,STRESSED
111,15,34,ANXIOUS
61,41,50,NORMAL
112,24,25,STRESSED
83,8,10,ANXIOUS
50,50,88,CALM
108,41,13,STRESSED
113,19,22,ANXIOUS
81,17,42,STRESSED
94,21,41,STRESSED
104,16,16,STRESSED
90,46,67,NORMAL
69,64,76,CALM
106,35,29,STRESSED
66,34,65,NORMAL
122,10,23,ANXIOUS
66,36,66,CALM
66,27,34,STRESSED
86,26,32,STRESSED
89,42,43,NORMAL
61,62,66,CALM
123,14,19,ANXIOUS
122,9,22,ANXIOUS
94,31,35,STRESSED
89,43,45,NORMAL
68,14,20,NORMAL
87,46,56,NORMAL
108,20,21,ANXIOUS
87,21,20,STRESSED
96,13,15,ANXIOUS
75,65,98,CALM
56,58,65,CALM
84,21,36,STRESSED
75,40,53,NORMAL
66,62,70,CALM
103,14,40,STRESSED
95,30,19,STRESSED
61,72,70,CALM
130,15,26,ANXIOUS
123,18,27,ANXIOUS
97,18,23,ANXIOUS
98,17,22,ANXIOUS
81,34,53,NORMAL
123,14,22,ANXIOUS
95,16,32,STRESSED
96,22,18,STRESSED
110,14,13,ANXIOUS
107,16,28,ANXIOUS
63,69,69,CALM
104,8,15,ANXIOUS
92,31,22,STRESSED
63,63,72,CALM
73,22,31,STRESSED
78,50,91,CALM
97,42,40,STRESSED
110,10,18,ANXIOUS
100,33,20,STRESSED
130,23,15,ANXIOUS
124,15,11,ANXIOUS
61,38,39,NORMAL
71,45,36,NORMAL
72,74,85,CALM
95,29,29,STRESSED
114,13,25,ANXIOUS
55,43,35,NORMAL
54,62,51,CALM
89,39,36,NORMAL
108,19,38,STRESSED
74,65,83,CALM
98,10,32,STRESSED
85,16,20,STRESSED
58,44,61,CALM
71,19,41,NORMAL
89,27,40,STRESSED
98,21,30,ANXIOUS
69,25,28,STRESSED
112,12,13,ANXIOUS
87,35,57,NORMAL
87,29,25,STRESSED
50,50,71,CALM
93,39,41,NORMAL
112,19,27,ANXIOUS
97,12,31,STRESSED
100,9,21,STRESSED
65,51,80,CALM
71,60,97,CALM
83,32,41,NORMAL
65,30,54,NORMAL
96,11,41,STRESSED
74,57,44,NORMAL
130,17,27,ANXIOUS
125,21,22,ANXIOUS
102,19,51,STRESSED
88,19,10,STRESSED
73,57,76,CALM
99,29,19,STRESSED
77,77,63,CALM
102,31,29,STRESSED
75,57,61,CALM
88,24,47,STRESSED
72,69,64,CALM
100,27,34,STRESSED
118,14,33,ANXIOUS
93,35,33,STRESSED
82,26,40,STRESSED
105,24,26,ANXIOUS
98,28,30,STRESSED
124,11,22,ANXIOUS
95,18,22,ANXIOUS
104,43,42,STRESSED
88,5,26,STRESSED
100,48,48,NORMAL
101,18,18,ANXIOUS
66,42,50,NORMAL
89,37,49,NORMAL
66,59,77,CALM
76,61,81,CALM
121,20,27,ANXIOUS
89,27,16,STRESSED
121,14,22,ANXIOUS
71,46,120,CALM
86,30,19,STRESSED
55,62,52,CALM
112,18,31,ANXIOUS
62,44,48,CALM
62,70,82,CALM
104,22,21,ANXIOUS
122,21,20,ANXIOUS
87,37,43,NORMAL
86,38,45,NORMAL
50,62,70,CALM
63,56,72,CALM
106,38,38,STRESSED
106,18,15,STRESSED
64,48,59,CALM
83,52,49,CALM
63,53,55,CALM
119,7,31,ANXIOUS
84,13,25,STRESSED
119,13,17,ANXIOUS
78,43,94,CALM
60,55,66,CALM
109,10,19,ANXIOUS
80,35,27,STRESSED
82,27,21,STRESSED
63,38,94,CALM
59,68,93,CALM
50,73,51,CALM
103,9,22,ANXIOUS
75,56,55,NORMAL
78,6,28,STRESSED
105,7,22,ANXIOUS
84,42,51,NORMAL
110,16,18,ANXIOUS
95,18,27,ANXIOUS
69,55,59,CALM
119,11,31,ANXIOUS
99,15,31,ANXIOUS
52,76,55,CALM
75,57,96,CALM
104,8,30,ANXIOUS
51,67,68,CALM
63,70,48,CALM
130,11,19,ANXIOUS
118,25,26,ANXIOUS
77,57,95,CALM
114,23,24,ANXIOUS
88,37,26,STRESSED
87,32,77,NORMAL
85,14,42,STRESSED
85,52,35,NORMAL
77,11,23,STRESSED
79,49,60,NORMAL
91,18,30,ANXIOUS
67,35,50,NORMAL
125,9,13,ANXIOUS
93,19,23,ANXIOUS
94,17,16,ANXIOUS
116,14,12,ANXIOUS
73,72,61,CALM
102,23,28,STRESSED
97,16,45,STRESSED
54,49,84,CALM
92,24,29,STRESSED
71,41,18,NORMAL
65,71,69,CALM
89,33,14,STRESSED
112,9,12,ANXIOUS
71,43,46,NORMAL
80,30,66,NORMAL
92,15,37,STRESSED
108,15,26,ANXIOUS
89,34,31,NORMAL
107,32,40,STRESSED
66,52,80,CALM
97,38,26,STRESSED
71,55,72,CALM
82,29,22,NORMAL
70,70,54,CALM
94,43,37,NORMAL
130,14,20,ANXIOUS
118,10,19,ANXIOUS
89,37,53,NORMAL
95,15,25,STRESSED
87,59,64,NORMAL
82,18,38,STRESSED
64,19,39,NORMAL
78,43,65,NORMAL
74,46,49,NORMAL
68,59,75,CALM
121,12,30,ANXIOUS
68,40,44,CALM
78,41,71,NORMAL
106,23,21,ANXIOUS
79,78,98,CALM
91,37,18,NORMAL
97,30,14,STRESSED
65,34,37,NORMAL
94,17,14,STRESSED
101,24,41,STRESSED
108,18,27,ANXIOUS
75,71,54,CALM
125,16,15,ANXIOUS
79,56,103,CALM
78,30,41,STRESSED
60,50,65,CALM
82,19,34,STRESSED
109,25,10,ANXIOUS
108,22,34,STRESSED
